"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_002E","B05012_002M","B05012_003E","B05012_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Native","Margin of Error!!Total:!!Native","Estimate!!Total:!!Foreign-born","Margin of Error!!Total:!!Foreign-born",
"5001800US3412","Congressional District 12 (118th Congress), New Jersey","770752","8212","513650","11632","257102","9707",
"5001800US3501","Congressional District 1 (118th Congress), New Mexico","705390","14076","645655","14299","59735","5994",
"5001800US3502","Congressional District 2 (118th Congress), New Mexico","710078","14071","615066","13637","95012","6696",
"5001800US3503","Congressional District 3 (118th Congress), New Mexico","698903","6176","637953","7419","60950","4842",
"5001800US3601","Congressional District 1 (118th Congress), New York","775252","10561","666850","11375","108402","7403",
"5001800US3602","Congressional District 2 (118th Congress), New York","777290","12905","621452","14798","155838","9415",
"5001800US3603","Congressional District 3 (118th Congress), New York","760691","17611","550663","13255","210028","11293",
"5001800US3604","Congressional District 4 (118th Congress), New York","767277","6128","591408","9822","175869","8405",
"5001800US3605","Congressional District 5 (118th Congress), New York","737913","18724","407911","13539","330002","12319",
"5001800US3606","Congressional District 6 (118th Congress), New York","706077","23906","318194","16102","387883","15798",
"5001800US3607","Congressional District 7 (118th Congress), New York","720452","22209","463988","17325","256464","13053",
"5001800US3608","Congressional District 8 (118th Congress), New York","740016","23945","457187","20503","282829","11810",
"5001800US3609","Congressional District 9 (118th Congress), New York","725054","22296","448752","19705","276302","12450",
"5001800US3610","Congressional District 10 (118th Congress), New York","719080","22752","516649","20545","202431","10256",
"5001800US3611","Congressional District 11 (118th Congress), New York","753280","13354","505489","12132","247791","10118",
"5001800US3612","Congressional District 12 (118th Congress), New York","734996","16880","541293","17649","193703","12543",
"5001800US3613","Congressional District 13 (118th Congress), New York","726044","19973","462318","14034","263726","13840",
"5001800US3614","Congressional District 14 (118th Congress), New York","740563","26175","443224","16775","297339","16026",
"5001800US3615","Congressional District 15 (118th Congress), New York","714768","20214","456262","16675","258506","13241",
"5001800US3616","Congressional District 16 (118th Congress), New York","765060","9506","531048","11912","234012","9973",
"5001800US3617","Congressional District 17 (118th Congress), New York","772624","5812","626895","9513","145729","7096",
"5001800US3618","Congressional District 18 (118th Congress), New York","784352","5307","670832","9845","113520","8394",
"5001800US3619","Congressional District 19 (118th Congress), New York","769461","5366","718115","6180","51346","3805",
"5001800US3620","Congressional District 20 (118th Congress), New York","783546","2815","710269","5450","73277","5161",
"5001800US3621","Congressional District 21 (118th Congress), New York","767195","4571","740882","5552","26313","2807",
"5001800US3622","Congressional District 22 (118th Congress), New York","762999","621","704471","6804","58528","6675",
"5001800US3623","Congressional District 23 (118th Congress), New York","764335","6063","741994","6278","22341","2982",
"5001800US3624","Congressional District 24 (118th Congress), New York","767751","5074","744287","5952","23464","2956",
"5001800US3625","Congressional District 25 (118th Congress), New York","766396","1597","709793","4583","56603","4467",
"5001800US3626","Congressional District 26 (118th Congress), New York","768744","7395","702994","8908","65750","5518",
